Date,Symbol,Open,High,Low,Close,Volume,Beta
2022-01-03,AAPL,174.77182016673515,179.73497720500467,174.653888631977,178.8799285888672,104487900.0,1.2449984511949446
2022-01-03,XOM,54.591462645347534,56.69524568554955,54.56471729191182,56.641761779785156,24282400.0,0.5060190986516867
2022-01-03,VZ,41.69618509317547,42.08856459770904,41.62411551294285,41.992469787597656,18240100.0,0.2809420958447889
2022-01-03,V,212.20425581273082,216.6333008557415,211.70670965308605,216.01869201660156,7694500.0,0.8535620671706479
2022-01-03,TSLA,382.5833435058594,400.3566589355469,378.67999267578125,399.9266662597656,103931400.0,2.040275671790198
2022-01-03,T,15.017786116473374,15.502622875167186,15.017786116473374,15.41171646118164,76970210.0,0.3431617638453542
2022-01-03,PG,148.29532141481783,149.44176924071664,146.63526720207227,149.4050750732422,9317300.0,0.3304158657944823
2022-01-03,PFE,49.307049890313145,49.349192024949424,47.48648202297267,47.74776840209961,57219200.0,0.449417845305817
2022-01-03,PEP,156.5893867295341,157.48964431246557,155.10716210627788,157.29867553710938,5488900.0,0.3345751625693934
2022-01-03,NKE,160.06433713162534,160.42740780623507,156.03239238735085,157.331787109375,5670500.0,1.0986320150191318
2022-01-03,NFLX,605.6099853515625,609.989990234375,590.5599975585938,597.3699951171875,3067500.0,1.401667961135061
2022-01-03,NEE,85.73359400332461,85.9446731599211,83.09055696527311,84.118408203125,7864400.0,0.5995518127246435
2022-01-03,MSFT,326.21846414915797,328.79629901774877,320.80012748139205,325.6347961425781,28865100.0,1.184039015394902
2022-01-03,MDT,92.8474473662758,95.71911292308678,92.51436795245044,95.5120620727539,7797800.0,0.5579725015136553
2022-01-03,MA,352.401213981153,364.67389158791667,351.8722952722642,363.33203125,4708200.0,0.9394143470682872
2022-01-03,NVDA,29.76276224106422,30.657192285184767,29.732814118048797,30.068225860595703,391547000.0,2.216250860306595
2022-01-03,KO,53.34749564203788,53.79190847002535,52.94843367429486,53.7828369140625,20187300.0,0.3287329294280434
2022-01-03,LLY,265.86959403443996,265.86959403443996,258.7483407535335,263.27301025390625,2621300.0,0.5960462283182575
2022-01-03,ADBE,566.6500244140625,575.0,553.27001953125,564.3699951171875,2862700.0,1.3247607979866074
2022-01-03,AMZN,167.5500030517578,170.70350646972656,166.16050720214844,170.4044952392578,63520000.0,1.5394341377262435
2022-01-03,CMCSA,45.12835915488216,46.00420076891764,44.88456808362285,45.8145866394043,20706000.0,0.740937984723933
2022-01-03,CRM,253.19572176075457,254.8737158025839,246.88096947800182,253.6425323486328,4316800.0,1.3505324448210958
2022-01-03,CSCO,56.54124527941684,56.945750640439485,56.18168114844373,56.774959564208984,17184300.0,0.8225985083128804
2022-01-03,ABT,130.5164038758641,130.89084093536474,128.43833889971748,130.15133666992188,6688100.0,0.5845474736547155
2022-01-03,GOOGL,144.36479494039722,145.15701265332763,143.02918515577247,144.30160522460938,28646000.0,1.268076220469898
2022-01-03,IBM,115.89708594611184,117.81615725044107,115.51672495571644,117.60004425048828,4605900.0,0.6024276564892069
2022-01-03,INTC,47.90364512505169,49.36904032423573,47.85726897063133,49.35049057006836,33857600.0,1.4157076391451884
2022-01-03,JNJ,154.78915084483316,156.0532176841008,153.7797151763275,155.99864196777344,6012200.0,0.2009768468665972
2022-01-03,JPM,145.32314269155728,147.8503424772675,145.0049643684626,146.99581909179688,13120900.0,0.8976158598697672
2022-01-03,DIS,153.9284171294852,155.6373018169767,153.464151307104,154.84706115722656,10222800.0,1.0584949336788358
2022-01-04,MSFT,325.7126166614886,326.07256655416444,317.239796956852,320.0511169433594,32674300.0,1.184039015394902
2022-01-04,NEE,84.10923147007512,84.36619253660133,83.16397883178341,83.21903991699219,8379100.0,0.5995518127246435
2022-01-04,NFLX,599.9099731445312,600.4099731445312,581.5999755859375,591.1500244140625,4393100.0,1.401667961135061
2022-01-04,NKE,158.4878302313699,159.72988616680612,157.64704134564198,158.97509765625,6064200.0,1.0986320150191318
2022-01-04,NVDA,30.223950007701305,30.414615328202974,28.299328692062627,29.238679885864258,527154000.0,2.216250860306595
2022-01-04,PFE,47.38534655944757,47.562345477605525,45.4636334550895,45.96091842651367,66993100.0,0.449417845305817
2022-01-04,TSLA,396.51666259765625,402.6666564941406,374.3500061035156,383.1966552734375,100248300.0,2.040275671790198
2022-01-04,T,15.545046838133267,15.68443678455263,15.417778155871058,15.538986206054688,72918108.0,0.3431617638453542
2022-01-04,V,216.57476398297595,221.2476994128149,216.38940482124735,217.02352905273438,10629300.0,0.8535620671706479
2022-01-04,VZ,42.15263383396228,43.009459553212686,42.08056423819811,42.81727600097656,26376800.0,0.2809420958447889
2022-01-04,XOM,57.167707827167945,59.00406802914952,57.140965872958304,58.77229309082031,38584000.0,0.5060190986516867
2022-01-04,MDT,95.17896826405384,96.76332895631198,94.87289405820484,95.77310180664062,7680600.0,0.5579725015136553
2022-01-04,PG,148.84560246049892,150.77164033454952,148.7447144957682,149.9278564453125,9253800.0,0.3304158657944823
2022-01-04,MA,364.3506470875936,374.54686652910067,364.0176330577273,367.68084716796875,6854500.0,0.9394143470682872
2022-01-04,PEP,157.0076657721946,158.63538882120832,156.5893605547039,157.52598571777344,4717600.0,0.3345751625693934
2022-01-04,KO,54.17282526879176,54.90746553664824,54.04585117652177,54.68072509765625,26141600.0,0.3287329294280434
2022-01-04,ABT,130.58195038269474,130.722355368705,126.14496714167646,127.09040832519531,8241200.0,0.5845474736547155
2022-01-04,ADBE,563.9000244140625,564.2999877929688,541.3099975585938,554.0,4344800.0,1.3247607979866074
2022-01-04,AMZN,170.43800354003906,171.39999389648438,166.34950256347656,167.52200317382812,70726000.0,1.5394341377262435
2022-01-04,CMCSA,46.01421018776026,46.29550517112923,45.29736402661077,45.542362213134766,24592800.0,0.740937984723933
2022-01-04,CRM,255.0226576784443,255.04250448113007,241.66833501020872,246.46397399902344,7240700.0,1.3505324448210958
2022-01-04,CSCO,56.45848574905742,56.793043648712434,55.25589645206358,55.382484436035156,29682500.0,0.8225985083128804
2022-01-04,AAPL,179.48923847391032,179.7939048717263,176.0395918494563,176.609619140625,99310400.0,1.2449984511949446
2022-01-04,DIS,156.6547358823263,158.36363568934397,153.65183937989792,153.8296356201172,16582000.0,1.0584949336788358
2022-01-04,JPM,149.36849195279632,153.2502040110175,149.2957650765523,152.5684051513672,20195800.0,0.8976158598697672
2022-01-04,JNJ,155.56213036053467,156.68068968732757,155.14381367796204,155.580322265625,6748400.0,0.2009768468665972
2022-01-04,LLY,260.6279467861093,261.4805633874817,255.37661975553848,258.506103515625,2340500.0,0.5960462283182575
2022-01-04,IBM,117.65192966680965,120.98006215592297,117.47902870384978,119.31167602539062,7300000.0,0.6024276564892069
2022-01-04,GOOGL,144.7041819007758,145.78800478376272,143.03268400586742,143.71243286132812,28400000.0,1.268076220469898
2022-01-04,INTC,49.684371416069276,50.02753297029807,48.83110408382401,49.285560607910156,45681400.0,1.4157076391451884
2022-01-05,MDT,96.44825489860003,98.11363781264261,95.42201864376126,95.43102264404297,7206000.0,0.5579725015136553
2022-01-05,MSFT,316.98679350262677,317.1910965612106,307.3758515806079,307.76495361328125,40054300.0,1.184039015394902
2022-01-05,NEE,82.85194906360702,83.97157113230396,82.30131721061322,82.34720611572266,6722300.0,0.5995518127246435
2022-01-05,NFLX,592.0,592.8400268554688,566.8800048828125,567.52001953125,4148700.0,1.401667961135061
2022-01-05,NKE,159.07066447790194,159.56748107467592,154.87629786772345,155.0196075439453,5021000.0,1.0986320150191318
2022-01-05,NVDA,28.89827420780447,29.364456877758002,27.48475689863298,27.555631637573242,498064000.0,2.216250860306595
2022-01-05,PFE,47.065048954059264,47.57076094330899,46.668905859495986,46.8880500793457,52956400.0,0.449417845305817
2022-01-05,PG,149.90032121390172,151.6245829099839,149.86362705307508,150.60653686523438,9330200.0,0.3304158657944823
