date,symbol,Risk_Label
2023-10-20,CSCO,Medium Risk
2023-10-23,CSCO,Medium Risk
2023-10-24,CSCO,Medium Risk
2023-10-25,CSCO,Medium Risk
2023-10-26,CSCO,Medium Risk
2023-10-27,CSCO,Medium Risk
2023-10-30,CSCO,Medium Risk
2023-10-31,CSCO,Medium Risk
2023-11-01,CSCO,Medium Risk
2023-11-02,CSCO,Medium Risk
2023-11-03,CSCO,Medium Risk
2023-11-06,CSCO,Medium Risk
2023-11-07,CSCO,Medium Risk
2023-11-08,CSCO,Medium Risk
2023-11-09,CSCO,Medium Risk
2023-11-10,CSCO,Medium Risk
2023-11-13,CSCO,Medium Risk
2023-11-14,CSCO,Medium Risk
2023-11-15,CSCO,Medium Risk
2023-11-16,CSCO,Medium Risk
2023-11-17,CSCO,Medium Risk
2023-11-20,CSCO,Medium Risk
2023-11-21,CSCO,Medium Risk
2023-11-22,CSCO,Medium Risk
2023-11-24,CSCO,Medium Risk
2023-11-27,CSCO,Medium Risk
2023-11-28,CSCO,Medium Risk
2023-11-29,CSCO,Medium Risk
2023-11-30,CSCO,Medium Risk
2023-12-01,CSCO,Medium Risk
2023-12-04,CSCO,Medium Risk
2023-12-05,CSCO,Medium Risk
2023-12-06,CSCO,Medium Risk
2023-12-07,CSCO,Medium Risk
2023-12-08,CSCO,Medium Risk
2023-12-11,CSCO,Medium Risk
2023-12-12,CSCO,Medium Risk
2023-12-13,CSCO,Medium Risk
2023-12-14,CSCO,Medium Risk
2023-12-15,CSCO,Medium Risk
2023-12-18,CSCO,Medium Risk
2023-12-19,CSCO,Medium Risk
2023-12-20,CSCO,Medium Risk
2023-12-21,CSCO,Medium Risk
2023-12-22,CSCO,Medium Risk
2023-12-26,CSCO,Medium Risk
2023-12-27,CSCO,Medium Risk
2023-12-28,CSCO,Medium Risk
2023-12-29,CSCO,Medium Risk
2024-01-02,CSCO,Medium Risk
2024-01-03,CSCO,Medium Risk
2024-01-04,CSCO,Medium Risk
2024-01-05,CSCO,Medium Risk
2024-01-08,CSCO,Medium Risk
2024-01-09,CSCO,Medium Risk
2024-01-10,CSCO,Medium Risk
2024-01-11,CSCO,Medium Risk
2024-01-12,CSCO,Medium Risk
2024-01-16,CSCO,Medium Risk
2024-01-17,CSCO,Medium Risk
2024-01-18,CSCO,Medium Risk
2024-01-19,CSCO,Medium Risk
2024-01-22,CSCO,Medium Risk
2024-01-23,CSCO,Medium Risk
2024-01-24,CSCO,Medium Risk
2024-01-25,CSCO,Medium Risk
2024-01-26,CSCO,Medium Risk
2024-01-29,CSCO,Medium Risk
2024-01-30,CSCO,Medium Risk
2024-01-31,CSCO,Medium Risk
2024-02-01,CSCO,Medium Risk
2024-02-02,CSCO,Medium Risk
2024-02-05,CSCO,Medium Risk
2024-02-06,CSCO,Medium Risk
2024-02-07,CSCO,Medium Risk
2024-02-08,CSCO,Medium Risk
2024-02-09,CSCO,Medium Risk
2024-02-12,CSCO,Medium Risk
2024-02-13,CSCO,Medium Risk
2024-02-14,CSCO,Medium Risk
2024-02-15,CSCO,Medium Risk
2024-02-16,CSCO,Medium Risk
2024-02-20,CSCO,Medium Risk
2024-02-21,CSCO,Medium Risk
2024-02-22,CSCO,Medium Risk
2024-02-23,CSCO,Medium Risk
2024-02-26,CSCO,Medium Risk
2024-02-27,CSCO,Medium Risk
2024-02-28,CSCO,Medium Risk
2024-02-29,CSCO,Medium Risk
2024-03-01,CSCO,Medium Risk
2024-03-04,CSCO,Medium Risk
2024-03-05,CSCO,Medium Risk
2024-03-06,CSCO,Medium Risk
2024-03-07,CSCO,Medium Risk
2024-03-08,CSCO,Medium Risk
2024-03-11,CSCO,Medium Risk
2024-03-12,CSCO,Medium Risk
2024-03-13,CSCO,Medium Risk
2024-03-14,CSCO,Medium Risk
2024-03-15,CSCO,Medium Risk
2024-03-18,CSCO,Medium Risk
2024-03-19,CSCO,Medium Risk
2024-03-20,CSCO,Medium Risk
2024-03-21,CSCO,Medium Risk
2024-03-22,CSCO,Medium Risk
2024-03-25,CSCO,Medium Risk
2024-03-26,CSCO,Medium Risk
2024-03-27,CSCO,Medium Risk
2024-03-28,CSCO,Medium Risk
2024-04-01,CSCO,Medium Risk
2024-04-02,CSCO,Medium Risk
2024-04-03,CSCO,Medium Risk
2024-04-04,CSCO,Medium Risk
2024-04-05,CSCO,Medium Risk
2024-04-08,CSCO,Medium Risk
2024-04-09,CSCO,Medium Risk
2024-04-10,CSCO,Medium Risk
2024-04-11,CSCO,Medium Risk
2024-04-12,CSCO,Medium Risk
2024-04-15,CSCO,Medium Risk
2024-04-16,CSCO,Medium Risk
2024-04-17,CSCO,Medium Risk
2024-04-18,CSCO,Medium Risk
2024-04-19,CSCO,Medium Risk
2024-04-22,CSCO,Medium Risk
2024-04-23,CSCO,Medium Risk
2024-04-24,CSCO,Medium Risk
2024-04-25,CSCO,Medium Risk
2024-04-26,CSCO,Medium Risk
2024-04-29,CSCO,Medium Risk
2024-04-30,CSCO,Medium Risk
2024-05-01,CSCO,Medium Risk
2024-05-02,CSCO,Medium Risk
2024-05-03,CSCO,Medium Risk
2024-05-06,CSCO,Medium Risk
2024-05-07,CSCO,Medium Risk
2024-05-08,CSCO,Medium Risk
2024-05-09,CSCO,Medium Risk
2024-05-10,CSCO,Medium Risk
2024-05-13,CSCO,Medium Risk
2024-05-14,CSCO,Medium Risk
2024-05-15,CSCO,Medium Risk
2024-05-16,CSCO,Medium Risk
2024-05-17,CSCO,Medium Risk
2024-05-20,CSCO,Medium Risk
2024-05-21,CSCO,Medium Risk
2024-05-22,CSCO,Medium Risk
2024-05-23,CSCO,Medium Risk
2024-05-24,CSCO,Medium Risk
2024-05-28,CSCO,Medium Risk
2024-05-29,CSCO,Medium Risk
2024-05-30,CSCO,Medium Risk
2024-05-31,CSCO,Medium Risk
2024-06-03,CSCO,Medium Risk
2024-06-04,CSCO,Medium Risk
2024-06-05,CSCO,Medium Risk
2024-06-06,CSCO,Medium Risk
2024-06-07,CSCO,Medium Risk
2024-06-10,CSCO,Medium Risk
2024-06-11,CSCO,Medium Risk
2024-06-12,CSCO,Medium Risk
2024-06-13,CSCO,Medium Risk
2024-06-14,CSCO,Medium Risk
2024-06-17,CSCO,Medium Risk
2024-06-18,CSCO,Medium Risk
2024-06-20,CSCO,Medium Risk
2024-06-21,CSCO,Medium Risk
2024-06-24,CSCO,Medium Risk
2024-06-25,CSCO,Medium Risk
2024-06-26,CSCO,Medium Risk
2024-06-27,CSCO,Medium Risk
2024-06-28,CSCO,Medium Risk
2024-07-01,CSCO,Medium Risk
2024-07-02,CSCO,Medium Risk
2024-07-03,CSCO,Medium Risk
2024-07-05,CSCO,Medium Risk
2024-07-08,CSCO,Medium Risk
2024-07-09,CSCO,Medium Risk
2024-07-10,CSCO,Medium Risk
2024-07-11,CSCO,Medium Risk
2024-07-12,CSCO,Medium Risk
2024-07-15,CSCO,Medium Risk
2024-07-16,CSCO,Medium Risk
2024-07-17,CSCO,Medium Risk
2024-07-18,CSCO,Medium Risk
2024-07-19,CSCO,Medium Risk
2024-07-22,CSCO,Medium Risk
2024-07-23,CSCO,Medium Risk
2024-07-24,CSCO,Medium Risk
2024-07-25,CSCO,Medium Risk
2024-07-26,CSCO,Medium Risk
2024-07-29,CSCO,Medium Risk
2024-07-30,CSCO,Medium Risk
2024-07-31,CSCO,Medium Risk
2024-08-01,CSCO,Medium Risk
2024-08-02,CSCO,Medium Risk
2024-08-05,CSCO,Medium Risk
2024-08-06,CSCO,Medium Risk
2024-08-07,CSCO,Medium Risk
2024-08-08,CSCO,Medium Risk
2024-08-09,CSCO,Medium Risk
2024-08-12,CSCO,Medium Risk
2024-08-13,CSCO,Medium Risk
2024-08-14,CSCO,Medium Risk
2024-08-15,CSCO,Medium Risk
2024-08-16,CSCO,Medium Risk
2024-08-19,CSCO,Medium Risk
2024-08-20,CSCO,Medium Risk
2024-08-21,CSCO,Medium Risk
2024-08-22,CSCO,Medium Risk
2024-08-23,CSCO,Medium Risk
2024-08-26,CSCO,Medium Risk
2024-08-27,CSCO,Medium Risk
2024-08-28,CSCO,Medium Risk
2024-08-29,CSCO,Medium Risk
2024-08-30,CSCO,Medium Risk
2024-09-03,CSCO,Medium Risk
2024-09-04,CSCO,Medium Risk
2024-09-05,CSCO,Medium Risk
2024-09-06,CSCO,Medium Risk
2024-09-09,CSCO,Medium Risk
2024-09-10,CSCO,Medium Risk
2024-09-11,CSCO,Medium Risk
2024-09-12,CSCO,Medium Risk
2024-09-13,CSCO,Medium Risk
2024-09-16,CSCO,Medium Risk
2024-09-17,CSCO,Medium Risk
2024-09-18,CSCO,Medium Risk
2024-09-19,CSCO,Medium Risk
2024-09-20,CSCO,Medium Risk
2024-09-23,CSCO,Medium Risk
2024-09-24,CSCO,Medium Risk
2024-09-25,CSCO,Medium Risk
2024-09-26,CSCO,Medium Risk
2024-09-27,CSCO,Medium Risk
2024-09-30,CSCO,Medium Risk
2024-10-01,CSCO,Medium Risk
2024-10-02,CSCO,Medium Risk
2024-10-03,CSCO,Medium Risk
2024-10-04,CSCO,Medium Risk
2024-10-07,CSCO,Medium Risk
2024-10-08,CSCO,Medium Risk
2024-10-09,CSCO,Medium Risk
2024-10-10,CSCO,Medium Risk
2024-10-11,CSCO,Medium Risk
2024-10-14,CSCO,Medium Risk
2024-10-15,CSCO,Medium Risk
2024-10-16,CSCO,Medium Risk
2024-10-17,CSCO,Medium Risk
2024-10-18,CSCO,Medium Risk
2024-10-21,CSCO,Medium Risk
2024-10-22,CSCO,Medium Risk
2024-10-23,CSCO,Medium Risk
2024-10-24,CSCO,Medium Risk
2024-10-25,CSCO,Medium Risk
2024-10-28,CSCO,Medium Risk
2024-10-29,CSCO,Medium Risk
2024-10-30,CSCO,Medium Risk
2024-10-31,CSCO,Medium Risk
2024-11-01,CSCO,Medium Risk
2024-11-04,CSCO,Medium Risk
2024-11-05,CSCO,Medium Risk
2024-11-06,CSCO,Medium Risk
2024-11-07,CSCO,Medium Risk
2024-11-08,CSCO,Medium Risk
2024-11-11,CSCO,Medium Risk
2024-11-12,CSCO,Medium Risk
2024-11-13,CSCO,Medium Risk
2024-11-14,CSCO,Medium Risk
2024-11-15,CSCO,Medium Risk
2024-11-18,CSCO,Medium Risk
2024-11-19,CSCO,Medium Risk
2024-11-20,CSCO,Medium Risk
2024-11-21,CSCO,Medium Risk
2024-11-22,CSCO,Medium Risk
2024-11-25,CSCO,Medium Risk
2024-11-26,CSCO,Medium Risk
2024-11-27,CSCO,Medium Risk
2024-11-29,CSCO,Medium Risk
2024-12-02,CSCO,Medium Risk
2024-12-03,CSCO,Medium Risk
2024-12-04,CSCO,Medium Risk
2024-12-05,CSCO,Medium Risk
2024-12-06,CSCO,Medium Risk
2024-12-09,CSCO,Medium Risk
2024-12-10,CSCO,Medium Risk
2024-12-11,CSCO,Medium Risk
2024-12-12,CSCO,Medium Risk
2024-12-13,CSCO,Medium Risk
2024-12-16,CSCO,Medium Risk
2024-12-17,CSCO,Medium Risk
2024-12-18,CSCO,Medium Risk
2024-12-19,CSCO,Medium Risk
2024-12-20,CSCO,Medium Risk
2024-12-23,CSCO,Medium Risk
2024-12-24,CSCO,Medium Risk
2024-12-26,CSCO,Medium Risk
2024-12-27,CSCO,Medium Risk
2024-12-30,CSCO,Medium Risk
2024-12-31,CSCO,Medium Risk
2025-01-02,CSCO,Medium Risk
2025-01-03,CSCO,Medium Risk
2025-01-06,CSCO,Medium Risk
2025-01-07,CSCO,Medium Risk
2025-01-08,CSCO,Medium Risk
2025-01-10,CSCO,Medium Risk
2025-01-13,CSCO,Medium Risk
2025-01-14,CSCO,Medium Risk
2025-01-15,CSCO,Medium Risk
2025-01-16,CSCO,Medium Risk
2025-01-17,CSCO,Medium Risk
2025-01-21,CSCO,Medium Risk
2025-01-22,CSCO,Medium Risk
2025-01-23,CSCO,Medium Risk
2025-01-24,CSCO,Medium Risk
2025-01-27,CSCO,Medium Risk
2025-01-28,CSCO,Medium Risk
2025-01-29,CSCO,Medium Risk
2025-01-30,CSCO,Medium Risk
2025-01-31,CSCO,Medium Risk
2025-02-03,CSCO,Medium Risk
2025-02-04,CSCO,Medium Risk
2025-02-05,CSCO,Medium Risk
2025-02-06,CSCO,Medium Risk
2025-02-07,CSCO,Medium Risk
2025-02-10,CSCO,Medium Risk
2025-02-11,CSCO,Medium Risk
2025-02-12,CSCO,Medium Risk
2025-02-13,CSCO,Medium Risk
2025-02-14,CSCO,Medium Risk
2025-02-18,CSCO,Medium Risk
2025-02-19,CSCO,Medium Risk
2025-02-20,CSCO,Medium Risk
2025-02-21,CSCO,Medium Risk
2025-02-24,CSCO,Medium Risk
2025-02-25,CSCO,Medium Risk
2025-02-26,CSCO,Medium Risk
2025-02-27,CSCO,Medium Risk
2025-02-28,CSCO,Medium Risk
2025-03-03,CSCO,Medium Risk
2025-03-04,CSCO,Medium Risk
2025-03-05,CSCO,Medium Risk
2025-03-06,CSCO,Medium Risk
2025-03-07,CSCO,Medium Risk
2025-03-10,CSCO,Medium Risk
2025-03-11,CSCO,Medium Risk
2025-03-12,CSCO,Medium Risk
2025-03-13,CSCO,Medium Risk
2025-03-14,CSCO,Medium Risk
2025-03-17,CSCO,Medium Risk
2025-03-18,CSCO,Medium Risk
2025-03-19,CSCO,Medium Risk
2025-03-20,CSCO,Medium Risk
2025-03-21,CSCO,Medium Risk
2025-03-24,CSCO,Medium Risk
2025-03-25,CSCO,Medium Risk
2025-03-26,CSCO,Medium Risk
2025-03-27,CSCO,Medium Risk
2025-03-28,CSCO,Medium Risk
2025-03-31,CSCO,Medium Risk
2025-04-01,CSCO,Medium Risk
2025-04-02,CSCO,Medium Risk
2025-04-03,CSCO,Medium Risk
2025-04-04,CSCO,Medium Risk
2025-04-07,CSCO,Medium Risk
2025-04-08,CSCO,Medium Risk
2025-04-09,CSCO,Medium Risk
2025-04-10,CSCO,Medium Risk
2025-04-11,CSCO,Medium Risk
2025-04-14,CSCO,Medium Risk
2025-04-15,CSCO,Medium Risk
2025-04-16,CSCO,Medium Risk
2025-04-17,CSCO,Medium Risk
2025-04-21,CSCO,Medium Risk
2025-04-22,CSCO,Medium Risk
2025-04-23,CSCO,Medium Risk
2025-04-24,CSCO,Medium Risk
2025-04-25,CSCO,Medium Risk
2025-04-28,CSCO,Medium Risk
2025-04-29,CSCO,Medium Risk
2025-04-30,CSCO,Medium Risk
2025-05-01,CSCO,Medium Risk
2025-05-02,CSCO,Medium Risk
2025-05-05,CSCO,Medium Risk
2025-05-06,CSCO,Medium Risk
2025-05-07,CSCO,Medium Risk
2025-05-08,CSCO,Medium Risk
2025-05-09,CSCO,Medium Risk
2022-01-03,DIS,High Risk
2022-01-04,DIS,High Risk
2022-01-05,DIS,High Risk
2022-01-06,DIS,High Risk
2022-01-07,DIS,High Risk
2022-01-10,DIS,High Risk
2022-01-11,DIS,High Risk
2022-01-12,DIS,High Risk
2022-01-13,DIS,High Risk
2022-01-14,DIS,High Risk
2022-01-18,DIS,High Risk
2022-01-19,DIS,High Risk
2022-01-20,DIS,High Risk
2022-01-21,DIS,High Risk
2022-01-24,DIS,High Risk
2022-01-25,DIS,High Risk
2022-01-26,DIS,High Risk
2022-01-27,DIS,High Risk
2022-01-28,DIS,High Risk
2022-01-31,DIS,High Risk
2022-02-01,DIS,High Risk
2022-02-02,DIS,High Risk
2022-02-03,DIS,High Risk
2022-02-04,DIS,High Risk
2022-02-07,DIS,High Risk
2022-02-08,DIS,High Risk
2022-02-09,DIS,High Risk
2022-02-10,DIS,High Risk
2022-02-11,DIS,High Risk
2022-02-14,DIS,High Risk
2022-02-15,DIS,High Risk
2022-02-16,DIS,High Risk
2022-02-17,DIS,High Risk
2022-02-18,DIS,High Risk
2022-02-22,DIS,High Risk
2022-02-23,DIS,High Risk
2022-02-24,DIS,High Risk
2022-02-25,DIS,High Risk
2022-02-28,DIS,High Risk
2022-03-01,DIS,High Risk
2022-03-02,DIS,High Risk
2022-03-03,DIS,High Risk
2022-03-04,DIS,High Risk
2022-03-07,DIS,High Risk
2022-03-08,DIS,High Risk
2022-03-09,DIS,High Risk
2022-03-10,DIS,High Risk
2022-03-11,DIS,High Risk
2022-03-14,DIS,High Risk
2022-03-15,DIS,High Risk
2022-03-16,DIS,High Risk
2022-03-17,DIS,High Risk
2022-03-18,DIS,High Risk
2022-03-21,DIS,High Risk
2022-03-22,DIS,High Risk
2022-03-23,DIS,High Risk
2022-03-24,DIS,High Risk
2022-03-25,DIS,High Risk
2022-03-28,DIS,High Risk
2022-03-29,DIS,High Risk
2022-03-30,DIS,High Risk
2022-03-31,DIS,High Risk
2022-04-01,DIS,High Risk
2022-04-04,DIS,High Risk
2022-04-05,DIS,High Risk
2022-04-06,DIS,High Risk
2022-04-07,DIS,High Risk
2022-04-08,DIS,High Risk
2022-04-11,DIS,High Risk
2022-04-12,DIS,High Risk
2022-04-13,DIS,High Risk
2022-04-14,DIS,High Risk
2022-04-18,DIS,High Risk
2022-04-19,DIS,High Risk
2022-04-20,DIS,High Risk
2022-04-21,DIS,High Risk
2022-04-22,DIS,Medium Risk
2022-04-25,DIS,Medium Risk
2022-04-26,DIS,Medium Risk
2022-04-27,DIS,Medium Risk
2022-04-28,DIS,Medium Risk
2022-04-29,DIS,Medium Risk
2022-05-02,DIS,Medium Risk
2022-05-03,DIS,Medium Risk
2022-05-04,DIS,Medium Risk
2022-05-05,DIS,Medium Risk
2022-05-06,DIS,Medium Risk
2022-05-09,DIS,Medium Risk
2022-05-10,DIS,Medium Risk
2022-05-11,DIS,Medium Risk
2022-05-12,DIS,Medium Risk
2022-05-13,DIS,Medium Risk
2022-05-16,DIS,Medium Risk
2022-05-17,DIS,Medium Risk
2022-05-18,DIS,Medium Risk
2022-05-19,DIS,Medium Risk
2022-05-20,DIS,Medium Risk
2022-05-23,DIS,Medium Risk
2022-05-24,DIS,Medium Risk
2022-05-25,DIS,Medium Risk
2022-05-26,DIS,Medium Risk
2022-05-27,DIS,Medium Risk
2022-05-31,DIS,Medium Risk
2022-06-01,DIS,Medium Risk
2022-06-02,DIS,Medium Risk
2022-06-03,DIS,Medium Risk
2022-06-06,DIS,Medium Risk
2022-06-07,DIS,Medium Risk
2022-06-08,DIS,Medium Risk
2022-06-09,DIS,Medium Risk
2022-06-10,DIS,Medium Risk
2022-06-13,DIS,Medium Risk
2022-06-14,DIS,Medium Risk
2022-06-15,DIS,Medium Risk
2022-06-16,DIS,Medium Risk
2022-06-17,DIS,Medium Risk
2022-06-21,DIS,Medium Risk
2022-06-22,DIS,Medium Risk
2022-06-23,DIS,Medium Risk
2022-06-24,DIS,Medium Risk
2022-06-27,DIS,Medium Risk
2022-06-28,DIS,Medium Risk
2022-06-29,DIS,Medium Risk
2022-06-30,DIS,Medium Risk
2022-07-01,DIS,Medium Risk
2022-07-05,DIS,Medium Risk
2022-07-06,DIS,Medium Risk
2022-07-07,DIS,Medium Risk
2022-07-08,DIS,Medium Risk
2022-07-11,DIS,Medium Risk
2022-07-12,DIS,Medium Risk
2022-07-13,DIS,Medium Risk
2022-07-14,DIS,Medium Risk
2022-07-15,DIS,Medium Risk
2022-07-18,DIS,Medium Risk
2022-07-19,DIS,Medium Risk
2022-07-20,DIS,Medium Risk
2022-07-21,DIS,Medium Risk
2022-07-22,DIS,Medium Risk
2022-07-25,DIS,Medium Risk
2022-07-26,DIS,Medium Risk
2022-07-27,DIS,Medium Risk
2022-07-28,DIS,Medium Risk
2022-07-29,DIS,Medium Risk
2022-08-01,DIS,Medium Risk
2022-08-02,DIS,Medium Risk
2022-08-03,DIS,Medium Risk
2022-08-04,DIS,Medium Risk
2022-08-05,DIS,Medium Risk
2022-08-08,DIS,Medium Risk
2022-08-09,DIS,Medium Risk
2022-08-10,DIS,Medium Risk
2022-08-11,DIS,Medium Risk
2022-08-12,DIS,Medium Risk
2022-08-15,DIS,Medium Risk
2022-08-16,DIS,Medium Risk
2022-08-17,DIS,Medium Risk
2022-08-18,DIS,Medium Risk
2022-08-19,DIS,Medium Risk
2022-08-22,DIS,Medium Risk
2022-08-23,DIS,Medium Risk
2022-08-24,DIS,Medium Risk
2022-08-25,DIS,Medium Risk
2022-08-26,DIS,Medium Risk
2022-08-29,DIS,Medium Risk
2022-08-30,DIS,Medium Risk
2022-08-31,DIS,Medium Risk
2022-09-01,DIS,Medium Risk
2022-09-02,DIS,Medium Risk
2022-09-06,DIS,Medium Risk
2022-09-07,DIS,Medium Risk
2022-09-08,DIS,Medium Risk
2022-09-09,DIS,Medium Risk
2022-09-12,DIS,Medium Risk
2022-09-13,DIS,Medium Risk
2022-09-14,DIS,Medium Risk
2022-09-15,DIS,Medium Risk
2022-09-16,DIS,Medium Risk
2022-09-19,DIS,Medium Risk
2022-09-20,DIS,Medium Risk
2022-09-21,DIS,Medium Risk
2022-09-22,DIS,Medium Risk
2022-09-23,DIS,Medium Risk
2022-09-26,DIS,Medium Risk
2022-09-27,DIS,Medium Risk
2022-09-28,DIS,Medium Risk
2022-09-29,DIS,Medium Risk
2022-09-30,DIS,Medium Risk
2022-10-03,DIS,Medium Risk
2022-10-04,DIS,Medium Risk
2022-10-05,DIS,Medium Risk
2022-10-06,DIS,Medium Risk
2022-10-07,DIS,Medium Risk
2022-10-10,DIS,Medium Risk
2022-10-11,DIS,Medium Risk
2022-10-12,DIS,Medium Risk
2022-10-13,DIS,Medium Risk
2022-10-14,DIS,Medium Risk
2022-10-17,DIS,Medium Risk
2022-10-18,DIS,Medium Risk
2022-10-19,DIS,Medium Risk
2022-10-20,DIS,Medium Risk
2022-10-21,DIS,Medium Risk
2022-10-24,DIS,Medium Risk
2022-10-25,DIS,Medium Risk
2022-10-26,DIS,Medium Risk
2022-10-27,DIS,Medium Risk
2022-10-28,DIS,Medium Risk
2022-10-31,DIS,Medium Risk
2022-11-01,DIS,Medium Risk
2022-11-02,DIS,Medium Risk
2022-11-03,DIS,Medium Risk
2022-11-04,DIS,Medium Risk
2022-11-07,DIS,Medium Risk
2022-11-08,DIS,Medium Risk
2022-11-09,DIS,Medium Risk
2022-11-10,DIS,Medium Risk
2022-11-11,DIS,Medium Risk
2022-11-14,DIS,Medium Risk
2022-11-15,DIS,Medium Risk
2022-11-16,DIS,Medium Risk
2022-11-17,DIS,Medium Risk
2022-11-18,DIS,Medium Risk
2022-11-21,DIS,Medium Risk
2022-11-22,DIS,Medium Risk
2022-11-23,DIS,Medium Risk
2022-11-25,DIS,Medium Risk
2022-11-28,DIS,Medium Risk
2022-11-29,DIS,Medium Risk
2022-11-30,DIS,Medium Risk
2022-12-01,DIS,Medium Risk
2022-12-02,DIS,Medium Risk
2022-12-05,DIS,Medium Risk
2022-12-06,DIS,Medium Risk
2022-12-07,DIS,Medium Risk
2022-12-08,DIS,Medium Risk
2022-12-09,DIS,Medium Risk
2022-12-12,DIS,Medium Risk
2022-12-13,DIS,Medium Risk
2022-12-14,DIS,Medium Risk
2022-12-15,DIS,Medium Risk
2022-12-16,DIS,Medium Risk
2022-12-19,DIS,Medium Risk
2022-12-20,DIS,Medium Risk
2022-12-21,DIS,Medium Risk
2022-12-22,DIS,Medium Risk
2022-12-23,DIS,Medium Risk
2022-12-27,DIS,Medium Risk
2022-12-28,DIS,Medium Risk
2022-12-29,DIS,Medium Risk
2022-12-30,DIS,Medium Risk
2023-01-03,DIS,Medium Risk
2023-01-04,DIS,Medium Risk
2023-01-05,DIS,Medium Risk
2023-01-06,DIS,Medium Risk
2023-01-09,DIS,Medium Risk
2023-01-10,DIS,Medium Risk
2023-01-11,DIS,Medium Risk
2023-01-12,DIS,Medium Risk
2023-01-13,DIS,Medium Risk
2023-01-17,DIS,Medium Risk
2023-01-18,DIS,Medium Risk
2023-01-19,DIS,Medium Risk
2023-01-20,DIS,Medium Risk
2023-01-23,DIS,Medium Risk
2023-01-24,DIS,Medium Risk
2023-01-25,DIS,Medium Risk
2023-01-26,DIS,Medium Risk
2023-01-27,DIS,Medium Risk
2023-01-30,DIS,Medium Risk
2023-01-31,DIS,Medium Risk
2023-02-01,DIS,Medium Risk
2023-02-02,DIS,Medium Risk
2023-02-03,DIS,Medium Risk
2023-02-06,DIS,Medium Risk
2023-02-07,DIS,Medium Risk
2023-02-08,DIS,Medium Risk
2023-02-09,DIS,Medium Risk
2023-02-10,DIS,Medium Risk
2023-02-13,DIS,Medium Risk
2023-02-14,DIS,Medium Risk
2023-02-15,DIS,Medium Risk
2023-02-16,DIS,Medium Risk
2023-02-17,DIS,Medium Risk
2023-02-21,DIS,Medium Risk
2023-02-22,DIS,Medium Risk
2023-02-23,DIS,Medium Risk
2023-02-24,DIS,Medium Risk
2023-02-27,DIS,Medium Risk
2023-02-28,DIS,Medium Risk
2023-03-01,DIS,Medium Risk
2023-03-02,DIS,Medium Risk
2023-03-03,DIS,Medium Risk
2023-03-06,DIS,Medium Risk
2023-03-07,DIS,Medium Risk
2023-03-08,DIS,Medium Risk
2023-03-09,DIS,Medium Risk
2023-03-10,DIS,Medium Risk
2023-03-13,DIS,Medium Risk
2023-03-14,DIS,Medium Risk
2023-03-15,DIS,Medium Risk
2023-03-16,DIS,Medium Risk
2023-03-17,DIS,Medium Risk
2023-03-20,DIS,Medium Risk
2023-03-21,DIS,Medium Risk
2023-03-22,DIS,Medium Risk
2023-03-23,DIS,Medium Risk
2023-03-24,DIS,Medium Risk
2023-03-27,DIS,Medium Risk
2023-03-28,DIS,Medium Risk
2023-03-29,DIS,Medium Risk
2023-03-30,DIS,Medium Risk
2023-03-31,DIS,Medium Risk
2023-04-03,DIS,Medium Risk
2023-04-04,DIS,Medium Risk
2023-04-05,DIS,Medium Risk
2023-04-06,DIS,Medium Risk
2023-04-10,DIS,Medium Risk
2023-04-11,DIS,Medium Risk
2023-04-12,DIS,Medium Risk
2023-04-13,DIS,Medium Risk
2023-04-14,DIS,Medium Risk
2023-04-17,DIS,Medium Risk
2023-04-18,DIS,Medium Risk
2023-04-19,DIS,Medium Risk
2023-04-20,DIS,Medium Risk
2023-04-21,DIS,Medium Risk
2023-04-24,DIS,Medium Risk
2023-04-25,DIS,Medium Risk
2023-04-26,DIS,Medium Risk
2023-04-27,DIS,Medium Risk
2023-04-28,DIS,Medium Risk
2023-05-01,DIS,Medium Risk
2023-05-02,DIS,Medium Risk
2023-05-03,DIS,Medium Risk
2023-05-04,DIS,Medium Risk
2023-05-05,DIS,Medium Risk
2023-05-08,DIS,Medium Risk
2023-05-09,DIS,Medium Risk
2023-05-10,DIS,Medium Risk
2023-05-11,DIS,Medium Risk
2023-05-12,DIS,Medium Risk
2023-05-15,DIS,Medium Risk
2023-05-16,DIS,Medium Risk
2023-05-17,DIS,Medium Risk
2023-05-18,DIS,Medium Risk
2023-05-19,DIS,Medium Risk
2023-05-22,DIS,Medium Risk
2023-05-23,DIS,Medium Risk
2023-05-24,DIS,Medium Risk
2023-05-25,DIS,Medium Risk
2023-05-26,DIS,Medium Risk
2023-05-30,DIS,Medium Risk
2023-05-31,DIS,Medium Risk
2023-06-01,DIS,Medium Risk
2023-06-02,DIS,Medium Risk
2023-06-05,DIS,Medium Risk
2023-06-06,DIS,Medium Risk
2023-06-07,DIS,Medium Risk
2023-06-08,DIS,Medium Risk
2023-06-09,DIS,Medium Risk
2023-06-12,DIS,Medium Risk
2023-06-13,DIS,Medium Risk
2023-06-14,DIS,Medium Risk
2023-06-15,DIS,Medium Risk
2023-06-16,DIS,Medium Risk
2023-06-20,DIS,Medium Risk
2023-06-21,DIS,Medium Risk
2023-06-22,DIS,Medium Risk
2023-06-23,DIS,Medium Risk
2023-06-26,DIS,Medium Risk
2023-06-27,DIS,Medium Risk
2023-06-28,DIS,Medium Risk
2023-06-29,DIS,Medium Risk
